state,year,health_coverage_total,gini,democracy ,gdp_per_capita,left,center_left,total_left,inflation,trade_openness,foreign_direct_investment,external_debt
Honduras,1976,NA,NA,0,421,0,0,0,8.5,71.88,5250000,95.53
Honduras,1977,NA,NA,0,505,0,0,0,12.2,74.09,8900000,140.98
Honduras,1978,NA,NA,0,565,0,0,0,5.1,76.47,13150000,144.99
Honduras,1979,NA,NA,0,639,0,0,0,11.5,79.06,28200000,148.79
Honduras,1980,NA,NA,0,706,0,0,0,13.2,81.29,5800000,162.57
Honduras,1981,NA,NA,0,752,0,0,0,7.2,69.34,-3600000,200.03
Honduras,1982,NA,NA,1,751,0,0.573,0.573,4.4,54.73,13800000,248.69
Honduras,1983,NA,NA,2,771,0,0.573,0.573,7,55.39,2.10E+07,274.56
Honduras,1984,NA,NA,3,807,0,0.573,0.573,3.4,57.73,20450000,278.93
Honduras,1985,NA,NA,3,859,0,0.573,0.573,5.2,54.97,27500000,309.01
Honduras,1986,NA,NA,3,872,0,0.515,0.515,3.9,54.89,3.00E+07,302.39
Honduras,1987,NA,NA,3,923,0,0.515,0.515,2.8,48.79,38650000,354.28
Honduras,1988,NA,NA,3,857,0,0.515,0.515,6.5,55.22,48300000,327.01
Honduras,1989,NA,NA,4,748,0,0.515,0.515,7.1,65.35,5.10E+07,321.82
Honduras,1990,NA,0.615,5,622,0,0.438,0.438,21.2,77.15,43500000,362.39
Honduras,1991,NA,NA,6,609,0,0.438,0.438,26,72.1,52100000,330.06
Honduras,1992,NA,0.566,7,660,0,0.438,0.438,9.1,68.45,47600000,360.05
Honduras,1993,NA,NA,8,655,0,0.438,0.438,13.6,78.39,26700000,357.41
Honduras,1994,NA,0.56,9,629,0,0.57,0.57,28.9,89.7,34800000,350.36
Honduras,1995,NA,NA,10,699,0,0.016,0.016,24.9,91.78,5.00E+07,294.63
Honduras,1996,NA,NA,11,705,0,0.016,0.016,22.9,98.82,90900000,242.38
Honduras,1997,NA,0.558,12,797,0,0.016,0.016,22.3,98,121500000,218.36
Honduras,1998,NA,NA,13,870,0.008,0.023,0.031,11.6,100.5,9.90E+07,205.04
Honduras,1999,NA,0.564,14,880,0.008,0.023,0.031,11.6,97,237300000,235.53
Honduras,2000,NA,NA,15,1140,0.008,0.023,0.031,30.8,120.39,381659149,136.89
Honduras,2001,NA,0.577,16,1189,0,0,0,8.1,115.94,304242923,123.9
Honduras,2002,NA,0.588,17,1197,0.039,0.031,0.07,5.1,118,275167835,122.43
Honduras,2003,NA,0.587,18,1228,0.039,0.031,0.07,5.8,122.25,402779516,125.07
Honduras,2004,NA,NA,19,1297,0.039,0.031,0.07,6.5,135.46,546864271,115.89
Honduras,2005,NA,NA,20,1402,0.039,0.031,0.07,7.3,136.49,601059572,135.46
Honduras,2006,36,0.605,21,1541,0.031,0.016,0.047,5.3,133.13,717591908,97.17
Honduras,2007,NA,0.58,22,1710,0.031,0.016,0.047,6.6,135.07,966926354,64.63
Honduras,2008,NA,NA,23,1883,0.031,0.016,0.047,7.8,135.75,1200798087,69.6
Honduras,2009,NA,0.554,24,1953,NA,NA,NA,7.7,96.91,494497451,88.13
Honduras,2010,37.2,0.573,25,2078,NA,NA,NA,4.7,109.44,484836873,79.65
Honduras,2011,NA,NA,26,2277,NA,NA,NA,7.8,122.22,1042571021,69.75
Honduras,2012,NA,NA,27,2339,NA,NA,NA,4,121.19,1067550208,74.92
Honduras,2013,NA,NA,28,2291,NA,NA,NA,1.7,116.31,1069029263,106.18
Honduras,2014,NA,NA,29,NA,NA,NA,NA,NA,112.61,NA,NA
Mexico,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Mexico,1960,NA,NA,0,NA,0,0,0,NA,20.14,NA,NA
Mexico,1961,NA,NA,0,354,0,0,0,3.2,19.04,NA,NA
Mexico,1962,NA,NA,0,369,0,0,0,2.7,18.65,NA,NA
Mexico,1963,NA,NA,0,398,0,0,0,2.9,18.3,NA,NA
Mexico,1964,NA,NA,0,457,0,0,0,5.9,17.5,NA,NA
Mexico,1965,NA,NA,0,481,0,0,0,1.6,17.17,NA,NA
Mexico,1966,NA,NA,0,520,0,0,0,5.1,16.47,NA,NA
Mexico,1967,NA,NA,0,550,0,0,0,3.1,15.88,NA,NA
Mexico,1968,NA,NA,0,590,0,0,0,1,16.39,NA,NA
Mexico,1969,NA,NA,0,633,0,0,0,7.1,16.8,NA,NA
Mexico,1970,NA,NA,0,671,0,0,0,2.6,17.4,312107000,NA
Mexico,1971,NA,NA,0,717,0,0,0,6.3,16.36,3.07E+08,NA
Mexico,1972,NA,NA,0,801,0,0,0,6.5,16.9,178385000,NA
Mexico,1973,NA,NA,0,950,0,0,0,13.4,17.88,4.57E+08,NA
Mexico,1974,NA,NA,0,1201,0,0,0,23.1,18.99,508756000,NA
Mexico,1975,NA,NA,0,1426,0,0,0,15.6,16.51,458411000,NA
Mexico,1976,NA,NA,0,1402,0,0,0,19.4,18.36,731451000,NA
Mexico,1977,NA,NA,0,1254,0,0,0,30.5,20.54,327102000,NA
Mexico,1978,NA,NA,0,1530,0,0,0,16,21.51,658163000,NA
Mexico,1979,NA,NA,0,1958,0,0,0,19.6,23.64,1.33E+09,244.51
Mexico,1980,NA,NA,0,2763,0,0,0,33.4,23.68,2.09E+09,240.02
Mexico,1981,NA,NA,0,3477,0,0,0,26,23.34,3.08E+09,261.06
Mexico,1982,NA,NA,0,2366,0,0,0,60.9,25.65,1.90E+09,288.53
Mexico,1983,NA,NA,0,1988,0,0,0,90.5,28.42,2.19E+09,293.63
Mexico,1984,NA,NA,0,2300,0,0,0,59.1,26.93,1.54E+09,260.7
Mexico,1985,NA,NA,0,2369,0,0,0,56.7,25.75,1.98E+09,286.77
Mexico,1986,NA,NA,0,1630,0,0,0,73.6,30.77,2.04E+09,356.72
Mexico,1987,NA,NA,0,1732,0,0,0,139.7,32.88,1.18E+09,309.46
Mexico,1988,NA,NA,0,2216,0,0,0,112.7,38.47,2.01E+09,249.59
Mexico,1989,NA,0.536,0,2644,0,0,0,26.5,38.06,2.79E+09,206.45
Mexico,1990,NA,NA,0,3052,0,0,0,28.1,38.31,2.55E+09,200.86
Mexico,1991,NA,NA,0,3578,0,0,0,23.3,35.64,4.74E+09,207.37
Mexico,1992,NA,0.542,0,4051,0,0,0,14.4,35.51,4.39E+09,193
Mexico,1993,NA,NA,0,5499,0,0,0,34.1,25.97,4.39E+09,203.83
Mexico,1994,NA,0.539,0,5637,0,0,0,8.2,29.3,10972500000,185.99
Mexico,1995,NA,NA,0,3604,0,0.162,0.162,31.6,46.11,9526290000,177.87
Mexico,1996,NA,0.526,0,4088,0,0.162,0.162,29.2,50.72,9185600000,141.16
Mexico,1997,NA,NA,1,4856,0,0.162,0.162,17.8,49.32,12829800000,117.24
Mexico,1998,NA,0.539,2,4986,0,0.264,0.264,15.1,51.78,12756764558,118.75
Mexico,1999,NA,NA,3,5663,0,0.264,0.264,17.7,51.27,13880522690,109.58
Mexico,2000,NA,0.542,4,6582,0,0.264,0.264,10.8,53.13,18110008381,81.93
Mexico,2001,NA,NA,5,6880,0,0.136,0.136,5.4,48.53,29860771631,93.84
Mexico,2002,53.8,0.514,6,6948,0,0.136,0.136,5.6,48.37,23932305855,89.56
Mexico,2003,NA,NA,7,6601,0,0.136,0.136,6,51.24,18554099227,90.55
Mexico,2004,NA,0.516,8,7042,0,0.216,0.216,8.3,54.23,24820542066,81.65
Mexico,2005,NA,0.528,9,7824,0,0.216,0.216,5.4,54.58,24740692590,74.8
Mexico,2006,NA,0.506,10,8623,0,0.216,0.216,6.3,56.36,20900571420,63.82
Mexico,2007,NA,NA,11,9190,0,0.323,0.323,4.9,57.06,32213151900,67.03
Mexico,2008,NA,0.515,12,9560,0,0.323,0.323,6,58.07,28573881570,64.82
Mexico,2009,NA,NA,13,7690,NA,NA,NA,3.5,56.03,17643703680,80.25
Mexico,2010,71.8,0.481,14,8921,NA,NA,NA,4.5,60.95,26082979830,80.65
Mexico,2011,NA,NA,15,9803,NA,NA,NA,5.3,63.78,23375928540,80.33
Mexico,2012,NA,0.492,16,9818,NA,NA,NA,3.2,66.4,18950764650,93.78
Mexico,2013,NA,NA,17,10307,NA,NA,NA,2,64.37,44626692000,107.48
Mexico,2014,NA,NA,18,NA,NA,NA,NA,NA,66.39,22794696630,NA
Nicaragua,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Nicaragua,1960,NA,NA,0,93,0,0,0,NA,49.82,NA,NA
Nicaragua,1961,NA,NA,0,97,0,0,0,0,47.96,NA,NA
Nicaragua,1962,NA,NA,0,104,0,0,0,-1.3,55.34,NA,NA
Nicaragua,1963,NA,NA,0,107,0,0,0,0.4,59.07,NA,NA
Nicaragua,1964,NA,NA,0,113,0,0,0,5.1,59.37,NA,NA
Nicaragua,1965,NA,NA,0,117,0,0,0,1.3,61.71,NA,NA
Nicaragua,1966,NA,NA,0,124,0,0,0,3.7,61.24,NA,NA
Nicaragua,1967,NA,NA,0,99,0,0,0,1.3,61.51,NA,NA
Nicaragua,1968,NA,NA,0,97,0,0,0,4.5,57.08,NA,NA
Nicaragua,1969,NA,NA,0,121,0,0,0,1.2,51.57,NA,NA
Nicaragua,1970,NA,NA,0,224,0,0,0,2.4,55.92,1.50E+07,NA
Nicaragua,1971,NA,NA,0,160,0,0,0,3,54.84,13300000,NA
Nicaragua,1972,NA,NA,0,209,0,0,0,4.3,64.93,1.00E+07,NA
Nicaragua,1973,NA,NA,0,252,0,0,0,16.7,66.01,13200000,NA
Nicaragua,1974,NA,NA,0,402,0,0,0,21.8,71.68,13800000,NA
Nicaragua,1975,NA,NA,0,437,0,0,0,4.7,64.98,10900000,NA
Nicaragua,1976,NA,NA,0,555,0,0,0,10.4,64.84,12900000,NA
Nicaragua,1977,NA,NA,0,534,0,0,0,11.9,69.52,1.00E+07,185
Nicaragua,1978,NA,NA,0,525,0,0,0,3.8,65.66,7.00E+06,208.41
Nicaragua,1979,NA,NA,0,660,0,0,0,31.7,70.16,2800000,236.41
Nicaragua,1980,NA,NA,0,871,0,0,0,37,67.5,12533333,442.25
Nicaragua,1981,NA,NA,0,807,0,0,0,11.7,64.13,-30000,440.49
Nicaragua,1982,NA,NA,0,661,0,0,0,16.7,42.03,9966667,666.84
Nicaragua,1983,NA,NA,0,445,0,0,0,11,49.39,1.00E+05,833.03
Nicaragua,1984,NA,NA,0,349,0,0,0,39,45.89,7444444,1055.56
Nicaragua,1985,NA,NA,0,344,0.063,0.635,0.698,167.2,36.59,-10000,1699.98
Nicaragua,1986,NA,NA,0,241,0.063,0.635,0.698,281.5,33.61,60000,2390.96
Nicaragua,1987,NA,NA,0,273,0.063,0.635,0.698,523.1,25.53,2410000,2458.24
Nicaragua,1988,NA,NA,0,256,0.063,0.635,0.698,13611.6,76.25,-90000,3184.88
Nicaragua,1989,NA,NA,0,260,0.063,0.635,0.698,4709.2,97.73,2800000,2809.37
Nicaragua,1990,NA,NA,1,322,0.011,0.424,0.435,5018.2,71.29,670000,2677.95
Nicaragua,1991,NA,NA,2,279,0.011,0.424,0.435,4523.7,74.33,4.20E+07,3166.79
Nicaragua,1992,NA,NA,3,291,0.011,0.424,0.435,23.7,70.52,1.50E+07,3575.29
Nicaragua,1993,NA,0.582,4,153,0.011,0.424,0.435,20.4,68.29,38800000,3049.55
Nicaragua,1994,NA,NA,5,171,0.011,0.424,0.435,133.7,39.08,46700000,2435.63
Nicaragua,1995,NA,NA,6,263,0.011,0.424,0.435,13.4,44.04,88900000,1565.71
Nicaragua,1996,NA,NA,7,315,0.011,0.424,0.435,9.6,48.48,1.20E+08,824.08
Nicaragua,1997,NA,NA,8,314,0.011,0.398,0.409,9.8,58.01,203400000,671.84
Nicaragua,1998,NA,0.583,9,274,0.011,0.398,0.409,14,57.01,218200000,657.22
Nicaragua,1999,NA,NA,10,299,0.011,0.398,0.409,9.2,62.54,337300000,691.51
Nicaragua,2000,NA,NA,11,378,0.011,0.398,0.409,8.6,61.3,266500000,602.42
Nicaragua,2001,28.8,0.579,12,350,0.011,0.398,0.409,7.2,57.98,150200000,563.62
Nicaragua,2002,NA,NA,13,457,0,0.456,0.456,3.2,58.09,203900000,560.38
Nicaragua,2003,NA,NA,14,510,0,0.456,0.456,5.3,62.18,201300000,518.91
Nicaragua,2004,NA,NA,15,646,0,0.456,0.456,9.1,67.2,2.50E+08,305.85
Nicaragua,2005,36.3,0.532,16,804,0,0.456,0.456,9.9,71.65,241100000,348.72
Nicaragua,2006,NA,NA,17,1015,0,0.456,0.456,8.2,76.76,286800000,208.33
Nicaragua,2007,NA,NA,18,1131,0,0.472,0.472,9.6,82.55,381700000,178.19
Nicaragua,2008,NA,NA,19,1377,0,0.472,0.472,16.2,87.76,627300000,166.46
Nicaragua,2009,NA,0.478,20,1092,NA,NA,NA,6.6,77.92,433900000,205.6
Nicaragua,2010,NA,NA,21,2315,NA,NA,NA,6.1,96.38,489900000,201.35
Nicaragua,2011,NA,NA,22,2514,NA,NA,NA,10.3,107.34,936300000,174.26
Nicaragua,2012,NA,NA,23,2740,NA,NA,NA,7.1,110.72,767658534,177.07
Nicaragua,2013,NA,NA,24,2980,NA,NA,NA,4.2,105.89,815500000,191.18
Nicaragua,2014,NA,NA,25,3203,NA,NA,NA,9.1,101.62,8.40E+08,NA
Panama,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Panama,1957,NA,NA,0,NA,0.792,0,0.792,NA,NA,NA,NA
Panama,1958,NA,NA,0,NA,0.792,0,0.792,NA,NA,NA,NA
Panama,1959,NA,NA,0,NA,0.792,0,0.792,NA,NA,NA,NA
Panama,1960,NA,NA,0,NA,0.792,0,0.792,NA,NA,NA,NA
Panama,1961,NA,NA,0,396,0.34,0,0.34,0.7,NA,NA,NA
Panama,1962,NA,NA,0,419,0.34,0,0.34,0.5,NA,NA,NA
Panama,1963,NA,NA,0,450,0.34,0,0.34,2.2,NA,NA,NA
Panama,1964,NA,NA,0,469,0.34,0,0.34,2.7,NA,NA,NA
Panama,1965,NA,NA,0,500,0.071,0.024,0.095,0.6,NA,NA,NA
Panama,1966,NA,NA,0,529,0.071,0.024,0.095,1.3,NA,NA,NA
Panama,1967,NA,NA,0,572,0.071,0.024,0.095,2.6,NA,NA,NA
Panama,1968,NA,NA,0,598,0.071,0.024,0.095,0.6,NA,NA,NA
Panama,1969,NA,NA,0,638,0,0,0,1.1,NA,NA,NA
Panama,1970,NA,NA,0,666,0,0,0,1,NA,NA,NA
Panama,1971,NA,NA,0,730,0,0,0,2.9,NA,NA,NA
Panama,1972,NA,NA,0,780,0,0,0,5.1,NA,NA,NA
Panama,1973,NA,NA,0,868,0,0,0,8.5,NA,NA,NA
Panama,1974,NA,NA,0,965,0,0,0,11.6,NA,NA,NA
Panama,1975,NA,NA,0,1052,0,0,0,10.2,NA,NA,NA
Panama,1976,NA,NA,0,1088,0,0,0,4.5,NA,NA,NA
Panama,1977,NA,NA,0,1124,0,0,0,4.8,NA,10900000,121.34
Panama,1978,NA,NA,0,1300,0,0,0,8,NA,-2500000,132.64
Panama,1979,NA,NA,0,1451,0,0,0,9.5,NA,49800000,100.81
Panama,1980,NA,NA,0,1915,0,0,0,33.7,186.94,218500000,37.88
Panama,1981,NA,NA,0,2116,0,0,0,3.6,181.53,303200000,36.95
Panama,1982,NA,NA,0,2284,0,0,0,4.9,159.22,366600000,41.38
Panama,1983,NA,NA,0,2291,0,0,0,7.5,127.5,79400000,59.48
Panama,1984,NA,NA,0,2338,0,0,0,1.6,125.21,-135500000,65.85
Panama,1985,NA,NA,0,2419,0,0,0,0.8,128.15,67300000,74.33
Panama,1986,NA,NA,0,2459,0,0,0,0.3,132.63,20300000,78.37
Panama,1987,NA,NA,0,2417,0,0,0,2.3,134.25,-556500000,93.32
Panama,1988,NA,NA,0,2045,0,0,0,-0.2,133.81,-595100000,133.49
Panama,1989,NA,NA,1,2007,0,0,0,-1.3,149.12,51500000,132.63
Panama,1990,NA,NA,2,2137,0,0,0,0.6,165.38,135500000,116.65
Panama,1991,NA,NA,3,2301,0,0,0,0.5,189.74,108500000,102.2
Panama,1992,NA,NA,4,2562,0,0,0,5.1,196.22,144500000,83.85
Panama,1993,NA,NA,5,2741,0,0,0,3.6,189.65,169600000,86.4
Panama,1994,NA,NA,6,2864,0,0,0,3.7,194.78,401500000,79.82
Panama,1995,NA,NA,7,2868,0,0.556,0.556,0.5,198.77,2.23E+08,65.97
Panama,1996,NA,NA,8,3312,0,0.556,0.556,14.7,165.61,415500000,68.64
Panama,1997,NA,NA,9,3510,0,0.556,0.556,1.6,175.81,1299300000,61.26
Panama,1998,NA,NA,10,3727,0,0.556,0.556,1,160.28,1203100000,64.67
Panama,1999,NA,NA,11,3827,0,0.556,0.556,0.8,134.28,755600000,79.57
Panama,2000,NA,NA,12,3804,0,0.535,0.535,-1.2,142.39,623900000,70.21
Panama,2001,NA,0.555,13,3789,0,0.535,0.535,1,138.64,467100000,75.32
Panama,2002,73.2,0.567,14,3861,0,0.535,0.535,1.7,129.74,98600000,84.32
Panama,2003,NA,0.563,15,3991,0,0.535,0.535,1.1,122.14,817500000,89.52
Panama,2004,NA,0.541,16,4292,0,0.526,0.526,2,131.52,1019100000,79.47
Panama,2005,NA,0.529,17,4594,0,0.526,0.526,1.7,144.55,1104400000,69.79
Panama,2006,NA,0.54,18,4998,0,0.526,0.526,2.1,146.19,2936300000,64.53
Panama,2007,NA,0.524,19,6050,0,0.526,0.526,9.9,145.38,2023400000,54.48
Panama,2008,NA,0.524,20,7003,0,0.526,0.526,7.9,149,2454600000,50.68
Panama,2009,NA,0.526,21,7170,NA,NA,NA,0.2,138.73,1085500000,59.1
Panama,2010,NA,0.528,22,7834,NA,NA,NA,5,139.69,2549100000,55.43
Panama,2011,80.1,0.532,23,8895,NA,NA,NA,4.2,158.35,4395600000,46.8
Panama,2012,NA,NA,24,9982,NA,NA,NA,3.5,154.75,3297100000,44.11
Panama,2013,NA,0.527,25,11037,NA,NA,NA,3.7,NA,5053200000,56.24
Panama,2014,NA,NA,26,NA,NA,NA,NA,NA,NA,5213800000,NA
Paraguay,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1960,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Paraguay,1961,NA,NA,0,NA,0,0,0,6.7,NA,NA,NA
Paraguay,1962,NA,NA,0,NA,0,0,0,8.4,NA,NA,NA
Paraguay,1963,NA,NA,0,NA,0,0,0,1.6,NA,NA,NA
Paraguay,1964,NA,NA,0,NA,0,0,0,2.2,NA,NA,NA
Paraguay,1965,NA,NA,0,184,0,0,0,2.6,NA,NA,NA
Paraguay,1966,NA,NA,0,188,0,0,0,3.3,NA,NA,NA
Paraguay,1967,NA,NA,0,196,0,0,0,-1.9,NA,NA,NA
Paraguay,1968,NA,NA,0,202,0,0,0,1.1,NA,NA,NA
Paraguay,1969,NA,NA,0,212,0,0,0,2.7,NA,NA,NA
Paraguay,1970,NA,NA,0,221,0,0,0,1.4,NA,4752000,NA
Paraguay,1971,NA,NA,0,239,0,0,0,5.2,NA,7100000,NA
Paraguay,1972,NA,NA,0,267,0,0,0,7.4,NA,3481000,NA
Paraguay,1973,NA,NA,0,333,0,0,0,18.9,NA,9200000,NA
Paraguay,1974,NA,NA,0,438,0,0,0,24.5,NA,23656000,NA
Paraguay,1975,NA,NA,0,482,0,0,0,5.5,NA,24400000,131.13
Paraguay,1976,NA,NA,0,536,0,0,0,6,NA,2.20E+07,143.85
Paraguay,1977,NA,NA,0,648,0,0,0,11.3,NA,21700000,131.29
Paraguay,1978,NA,NA,0,776,0,0,0,9.7,NA,24600000,147.07
Paraguay,1979,NA,NA,0,1008,0,0,0,19.2,NA,50200000,152.93
Paraguay,1980,NA,NA,0,1280,0,0,0,16.9,NA,31700000,152.25
Paraguay,1981,NA,NA,0,1586,0,0,0,16.8,NA,31900000,173.26
Paraguay,1982,NA,NA,0,1495,0,0,0,6.3,NA,36600000,204.98
Paraguay,1983,NA,NA,0,1500,0,0,0,14.4,NA,4900000,269.06
Paraguay,1984,NA,NA,0,1131,0,0,0,26.1,NA,5200000,234.2
Paraguay,1985,NA,NA,0,801,0,0,0,26.2,NA,7.00E+05,277.22
Paraguay,1986,NA,NA,0,903,0,0,0,29.7,NA,6.00E+05,261.38
Paraguay,1987,NA,NA,0,964,0,0,0,31.8,NA,5300000,317.94
Paraguay,1988,NA,NA,0,1013,0,0,0,28.3,NA,8400000,198.59
Paraguay,1989,NA,NA,0,1111,0,0,0,32.5,NA,12800000,147.64
Paraguay,1990,NA,NA,0,1340,0,0.028,0.028,38.5,NA,76900000,82.6
Paraguay,1991,NA,NA,0,1602,0,0.028,0.028,27.7,89.14,86100000,83.5
Paraguay,1992,NA,NA,1,1601,0,0.028,0.028,14.1,89.5,117500000,67
Paraguay,1993,NA,NA,2,1582,0,0.028,0.028,12.2,113.6,7.50E+07,47.12
Paraguay,1994,NA,NA,3,1678,0,0.112,0.112,12.6,123.08,137100000,53.31
Paraguay,1995,NA,NA,4,1887,0,0.112,0.112,11.1,118.06,103200000,51.53
Paraguay,1996,NA,NA,5,1993,0,0.112,0.112,11.4,103.04,149400000,55.61
Paraguay,1997,NA,NA,6,1985,0,0.112,0.112,3.4,95.93,235800000,58.55
Paraguay,1998,NA,NA,7,1759,0,0.112,0.112,13.3,104.69,341900000,63.59
Paraguay,1999,NA,0.558,8,1602,0,0.1,0.1,7.9,82.1,94500000,110.67
Paraguay,2000,33.2,NA,9,1532,0,0.1,0.1,11.7,85.09,104100000,98.44
Paraguay,2001,NA,0.558,10,1403,0,0.1,0.1,11,80.74,84200000,105.35
Paraguay,2002,NA,NA,11,1135,0,0.1,0.1,14.9,90.14,1.00E+07,129.73
Paraguay,2003,NA,0.563,12,1159,0,0.025,0.025,12.2,94.86,27400000,136.32
Paraguay,2004,NA,0.536,13,1387,0,0.025,0.025,9,95.59,37679000,128.91
Paraguay,2005,NA,0.528,14,1479,0,0.025,0.025,10.1,104.2,7300000,104.44
Paraguay,2006,NA,NA,15,1773,0,0.025,0.025,6.1,107.77,187800000,103.8
Paraguay,2007,NA,0.548,16,2252,0,0.025,0.025,9.8,103.52,1.05E+08,99.35
Paraguay,2008,NA,0.529,17,2967,0,0.35,0.35,9.3,103.55,260900000,93.31
Paraguay,2009,NA,0.512,18,2510,NA,NA,NA,2,96.3,49100000,126.69
Paraguay,2010,NA,0.533,19,3101,NA,NA,NA,6.1,106.58,344100000,113.63
Paraguay,2011,40.1,0.546,20,3814,NA,NA,NA,6.2,102.82,447766667,98.06
Paraguay,2012,NA,0.502,21,3680,NA,NA,NA,4.7,98.63,497700000,104
Paraguay,2013,NA,0.522,22,4403,NA,NA,NA,4.3,94.06,346100000,93.21
Paraguay,2014,NA,NA,23,NA,NA,NA,NA,NA,86.98,NA,NA
Peru,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1947,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1948,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
